,High,Low,Open,Close,TimeStamp,TotalVolume,DownTicks,DownVolume,OpenInterest,IsRealtime,IsEndOfHistory,TotalTicks,UnchangedTicks,UnchangedVolume,UpTicks,UpVolume,Epoch,BarStatus
29,95.28,94.73,94.96,94.73,2023-12-29T21:00:00Z,4821320,11840,2403624,0,False,True,24225,0,0,12385,2417695,1703883600000,Closed
30,95.28,94.73,94.96,94.73,2023-12-29T21:00:00Z,4821320,11840,2403624,0,False,True,24225,0,0,12385,2417695,1703883600000,Closed
31,95.28,94.73,94.96,94.73,2023-12-29T21:00:00Z,4821320,11840,2403624,0,False,True,24225,0,0,12385,2417695,1703883600000,Closed
32,94.55,94.31,94.38,94.44,2024-01-02T21:00:00Z,6452660,13380,3380951,0,False,True,27165,0,0,13785,3071708,1704229200000,Closed
33,94.33,93.7,93.76,94.13,2024-01-03T21:00:00Z,6921497,17043,3523951,0,False,True,34003,0,0,16960,3397545,1704315600000,Closed
34,94.08,93.73,93.97,93.76,2024-01-04T21:00:00Z,3843719,10013,2093164,0,False,True,19483,0,0,9470,1750554,1704402000000,Closed
35,94.21,93.6,93.6,93.88,2024-01-05T21:00:00Z,5797264,15949,3066068,0,False,True,29690,0,0,13741,2731196,1704488400000,Closed
36,94.21,93.6,93.6,93.88,2024-01-05T21:00:00Z,5797264,15949,3066068,0,False,True,29690,0,0,13741,2731196,1704488400000,Closed
37,94.21,93.6,93.6,93.88,2024-01-05T21:00:00Z,5797264,15949,3066068,0,False,True,29690,0,0,13741,2731196,1704488400000,Closed
38,94.46,93.85,93.85,94.38,2024-01-08T21:00:00Z,4572242,11214,2122475,0,False,True,22374,0,0,11160,2449767,1704747600000,Closed
39,94.64,94.17,94.24,94.54,2024-01-09T21:00:00Z,5452296,12545,2620272,0,False,True,25286,0,0,12741,2832024,1704834000000,Closed
40,94.85,94.62,94.7,94.74,2024-01-10T21:00:00Z,8315756,15253,3611384,0,False,True,30928,0,0,15675,4704372,1704920400000,Closed
41,95.02,94.47,94.75,94.98,2024-01-11T21:00:00Z,8059537,19399,3988734,0,False,True,38812,0,0,19413,4070802,1705006800000,Closed
42,95.38,95,95.16,95.12,2024-01-12T21:00:00Z,4919589,12008,2221158,0,False,True,24811,0,0,12803,2698431,1705093200000,Closed
43,95.38,95,95.16,95.12,2024-01-12T21:00:00Z,4919589,12010,2221158,0,False,True,24815,0,0,12805,2698431,1705093200000,Closed
44,95.38,95,95.16,95.12,2024-01-12T21:00:00Z,4919589,12010,2221158,0,False,True,24815,0,0,12805,2698431,1705093200000,Closed
45,95.38,95,95.16,95.12,2024-01-12T21:00:00Z,4919589,12010,2221158,0,False,True,24815,0,0,12805,2698431,1705093200000,Closed
46,94.94,94.4,94.9,94.48,2024-01-16T21:00:00Z,6187869,14079,3212644,0,False,True,27975,0,0,13896,2975225,1705438800000,Closed
47,94.26,93.93,94.26,94.12,2024-01-17T21:00:00Z,5805294,13909,2687128,0,False,True,29042,0,0,15133,3118165,1705525200000,Closed
48,94.31,94.07,94.23,94.28,2024-01-18T21:00:00Z,5007439,12113,2491733,0,False,True,23292,0,0,11179,2515705,1705611600000,Closed
49,94.42,93.97,94.34,94.38,2024-01-19T21:00:00Z,6425937,15512,3367558,0,False,True,30078,0,0,14566,3058379,1705698000000,Closed
50,94.42,93.97,94.34,94.38,2024-01-19T21:00:00Z,6425937,15512,3367558,0,False,True,30078,0,0,14566,3058379,1705698000000,Closed
51,94.42,93.97,94.34,94.38,2024-01-19T21:00:00Z,6425937,15512,3367558,0,False,True,30078,0,0,14566,3058379,1705698000000,Closed
52,94.77,94.45,94.52,94.54,2024-01-22T21:00:00Z,4349222,10806,2150627,0,False,True,21830,0,0,11024,2198595,1705957200000,Closed
53,94.57,94.3,94.55,94.48,2024-01-23T21:00:00Z,6349200,12804,3581533,0,False,True,26291,0,0,13487,2767666,1706043600000,Closed
54,94.8,94.31,94.7,94.43,2024-01-24T21:00:00Z,4486610,11193,2073214,0,False,True,23111,0,0,11918,2413395,1706130000000,Closed
55,95.13,94.64,94.78,95.13,2024-01-25T21:00:00Z,5285113,11493,2533835,0,False,True,23918,0,0,12425,2751278,1706216400000,Closed
56,95.23,95.01,95.11,95.01,2024-01-26T21:00:00Z,4925908,12607,2672025,0,False,True,23777,0,0,11170,2253883,1706302800000,Closed
57,95.23,95.01,95.11,95.01,2024-01-26T21:00:00Z,4925908,12607,2672025,0,False,True,23777,0,0,11170,2253883,1706302800000,Closed
58,95.23,95.01,95.11,95.01,2024-01-26T21:00:00Z,4925908,12606,2672025,0,False,True,23775,0,0,11169,2253883,1706302800000,Closed
59,95.36,94.98,95.13,95.28,2024-01-29T21:00:00Z,4785964,12240,2596514,0,False,True,22825,0,0,10585,2189449,1706562000000,Closed
60,95.32,94.92,95.26,95.13,2024-01-30T21:00:00Z,4222198,10175,2120575,0,False,True,20688,0,0,10513,2101622,1706648400000,Closed
61,95.4,94.81,95.13,94.87,2024-01-31T21:00:00Z,8741471,20889,4308710,0,False,True,41148,0,0,20259,4432760,1706734800000,Closed
62,94.97,94.36,94.63,94.82,2024-02-01T21:00:00Z,7185609,17509,3682702,0,False,True,34214,0,0,16705,3502907,1706821200000,Closed
63,94.58,94.27,94.27,94.45,2024-02-02T21:00:00Z,7061086,14664,3453919,0,False,True,29944,0,0,15280,3607166,1706907600000,Closed
64,94.58,94.27,94.27,94.45,2024-02-02T21:00:00Z,7061086,14664,3453919,0,False,True,29944,0,0,15280,3607166,1706907600000,Closed
65,94.58,94.27,94.27,94.45,2024-02-02T21:00:00Z,7061086,14664,3453919,0,False,True,29944,0,0,15280,3607166,1706907600000,Closed
66,94.23,93.82,94.22,94,2024-02-05T21:00:00Z,7441732,17238,3978594,0,False,True,34032,0,0,16794,3463138,1707166800000,Closed
67,94.53,94.08,94.08,94.38,2024-02-06T21:00:00Z,6262043,14941,3303309,0,False,True,29576,0,0,14635,2958734,1707253200000,Closed
68,94.66,94.32,94.6,94.52,2024-02-07T21:00:00Z,5663906,14106,2949364,0,False,True,27873,0,0,13767,2714541,1707339600000,Closed
69,94.64,94.42,94.52,94.54,2024-02-08T21:00:00Z,5003159,11755,2701675,0,False,True,22954,0,0,11199,2301484,1707426000000,Closed
70,94.82,94.46,94.62,94.75,2024-02-09T21:00:00Z,8006091,14694,3397791,0,False,True,32131,0,0,17437,4608299,1707512400000,Closed
71,94.82,94.46,94.62,94.75,2024-02-09T21:00:00Z,8006091,14694,3397791,0,False,True,32131,0,0,17437,4608299,1707512400000,Closed
72,94.82,94.46,94.62,94.75,2024-02-09T21:00:00Z,8006091,14694,3397791,0,False,True,32131,0,0,17437,4608299,1707512400000,Closed
73,94.86,94.49,94.57,94.53,2024-02-12T21:00:00Z,4691537,10293,2370561,0,False,True,20117,0,0,9824,2320976,1707771600000,Closed
74,94,93.6,93.78,93.77,2024-02-13T21:00:00Z,7445008,16216,3894794,0,False,True,32153,0,0,15937,3550213,1707858000000,Closed
75,94.27,93.95,93.95,94.16,2024-02-14T21:00:00Z,6055335,13057,2736244,0,False,True,28049,0,0,14992,3319090,1707944400000,Closed
76,94.54,94.19,94.28,94.42,2024-02-15T21:00:00Z,5432576,12625,2777694,0,False,True,24757,0,0,12132,2654882,1708030800000,Closed
77,94.26,94.03,94.2,94.2,2024-02-16T21:00:00Z,4466254,10793,2266767,0,False,True,20640,0,0,9847,2199487,1708117200000,Closed
78,94.26,94.03,94.2,94.2,2024-02-16T21:00:00Z,4466254,10793,2266767,0,False,True,20640,0,0,9847,2199487,1708117200000,Closed
79,94.26,94.03,94.2,94.2,2024-02-16T21:00:00Z,4466254,10793,2266767,0,False,True,20640,0,0,9847,2199487,1708117200000,Closed
80,94.26,94.03,94.2,94.2,2024-02-16T21:00:00Z,4466254,10793,2266767,0,False,True,20640,0,0,9847,2199487,1708117200000,Closed
81,94.43,94.05,94.16,94.36,2024-02-20T21:00:00Z,4186575,10957,2191730,0,False,True,21587,0,0,10630,1994845,1708462800000,Closed
82,94.43,94.05,94.36,94.21,2024-02-21T21:00:00Z,3763868,9692,1894775,0,False,True,19344,0,0,9652,1869093,1708549200000,Closed
83,94.67,94.43,94.5,94.65,2024-02-22T21:00:00Z,6819303,15486,3387791,0,False,True,30391,0,0,14905,3431512,1708635600000,Closed
84,94.84,94.64,94.75,94.7,2024-02-23T21:00:00Z,3469744,9139,1742368,0,False,True,18083,0,0,8944,1727376,1708722000000,Closed
85,94.84,94.64,94.75,94.7,2024-02-23T21:00:00Z,3469744,9139,1742368,0,False,True,18083,0,0,8944,1727376,1708722000000,Closed
86,94.84,94.64,94.75,94.7,2024-02-23T21:00:00Z,3469744,9139,1742368,0,False,True,18083,0,0,8944,1727376,1708722000000,Closed
87,94.76,94.37,94.76,94.41,2024-02-26T21:00:00Z,4442582,11818,2461124,0,False,True,22659,0,0,10841,1981458,1708981200000,Closed
88,94.51,94.32,94.5,94.48,2024-02-27T21:00:00Z,3916241,9721,2074241,0,False,True,18658,0,0,8937,1842000,1709067600000,Closed
89,94.59,94.36,94.4,94.5,2024-02-28T21:00:00Z,2649272,6597,1227719,0,False,True,13107,0,0,6510,1421552,1709154000000,Closed
90,94.83,94.52,94.63,94.62,2024-02-29T21:00:00Z,4570941,10591,2244610,0,False,True,20239,0,0,9648,2326330,1709240400000,Closed
91,94.5,93.96,94.07,94.41,2024-03-01T21:00:00Z,7082899,16447,3813789,0,False,True,31333,0,0,14886,3269110,1709326800000,Closed
92,94.5,93.96,94.07,94.41,2024-03-01T21:00:00Z,7082899,16447,3813789,0,False,True,31333,0,0,14886,3269110,1709326800000,Closed
93,94.5,93.96,94.07,94.41,2024-03-01T21:00:00Z,7082899,16447,3813789,0,False,True,31333,0,0,14886,3269110,1709326800000,Closed
94,94.51,94.24,94.4,94.45,2024-03-04T21:00:00Z,9054618,7992,1736311,0,False,True,16114,0,0,8122,7318307,1709586000000,Closed
95,94.66,94.32,94.42,94.34,2024-03-05T21:00:00Z,5659113,12345,2636821,0,False,True,24785,0,0,12440,3022291,1709672400000,Closed
96,94.69,94.41,94.55,94.56,2024-03-06T21:00:00Z,5176055,10814,2165823,0,False,True,21690,0,0,10876,3010232,1709758800000,Closed
97,94.8,94.58,94.77,94.66,2024-03-07T21:00:00Z,4144073,10062,2033498,0,False,True,19362,0,0,9300,2110575,1709845200000,Closed
98,95.09,94.68,94.79,94.7,2024-03-08T21:00:00Z,6891784,11701,3111087,0,False,True,23384,0,0,11683,3780697,1709931600000,Closed
99,95.09,94.68,94.79,94.7,2024-03-08T21:00:00Z,6891784,11701,3111087,0,False,True,23384,0,0,11683,3780697,1709931600000,Closed
100,95.09,94.68,94.79,94.7,2024-03-08T21:00:00Z,6891784,11701,3111087,0,False,True,23384,0,0,11683,3780697,1709931600000,Closed
101,94.73,94.57,94.68,94.7,2024-03-11T20:00:00Z,3554293,9182,1937351,0,False,True,17608,0,0,8426,1616942,1710187200000,Closed
102,94.82,94.5,94.82,94.75,2024-03-12T20:00:00Z,4302730,10594,2125669,0,False,True,21164,0,0,10570,2177061,1710273600000,Closed
103,95.06,94.66,94.74,94.82,2024-03-13T20:00:00Z,4281710,10841,2173228,0,False,True,21615,0,0,10774,2108481,1710360000000,Closed
