,High,Low,Open,Close,TimeStamp,TotalVolume,DownTicks,DownVolume,OpenInterest,IsRealtime,IsEndOfHistory,TotalTicks,UnchangedTicks,UnchangedVolume,UpTicks,UpVolume,Epoch,BarStatus
51,15.18,14.88,15.08,15,2024-01-19T21:00:00Z,10890331,23949,5243054,0,False,True,49453,0,0,25504,5647276,1705698000000,Closed
52,14.92,14.45,14.81,14.5,2024-01-22T21:00:00Z,9893815,20512,4833948,0,False,True,41158,0,0,20646,5059867,1705957200000,Closed
53,14.35,14.07,14.31,14.08,2024-01-23T21:00:00Z,7778933,16892,3805086,0,False,True,33996,0,0,17104,3973846,1706043600000,Closed
54,14.46,13.93,13.97,14.45,2024-01-24T21:00:00Z,11443889,22338,5610850,0,False,True,46256,0,0,23918,5833038,1706130000000,Closed
55,14.67,14.34,14.42,14.61,2024-01-25T21:00:00Z,8530228,18296,4123225,0,False,True,37394,0,0,19098,4407002,1706216400000,Closed
56,14.69,14.34,14.61,14.53,2024-01-26T21:00:00Z,8426696,17384,4342816,0,False,True,34173,0,0,16789,4083879,1706302800000,Closed
57,14.69,14.34,14.61,14.53,2024-01-26T21:00:00Z,8426696,17384,4342816,0,False,True,34173,0,0,16789,4083879,1706302800000,Closed
58,14.69,14.34,14.61,14.53,2024-01-26T21:00:00Z,8426696,17384,4342816,0,False,True,34173,0,0,16789,4083879,1706302800000,Closed
59,14.8,14.49,14.54,14.59,2024-01-29T21:00:00Z,8483814,14996,4561196,0,False,True,30414,0,0,15418,3922617,1706562000000,Closed
60,14.57,14.36,14.54,14.4,2024-01-30T21:00:00Z,7419248,16133,3486052,0,False,True,33096,0,0,16963,3933196,1706648400000,Closed
61,15.25,14.39,14.43,15.13,2024-01-31T21:00:00Z,20118401,46278,9879087,0,False,True,94017,0,0,47739,10239314,1706734800000,Closed
62,15.29,14.7,14.95,15.01,2024-02-01T21:00:00Z,11525718,25121,5712400,0,False,True,51151,0,0,26030,5813318,1706821200000,Closed
63,15.11,14.72,14.94,14.99,2024-02-02T21:00:00Z,9945055,21491,4676477,0,False,True,45068,0,0,23577,5268578,1706907600000,Closed
64,15.11,14.72,14.94,14.99,2024-02-02T21:00:00Z,9945055,21491,4676477,0,False,True,45068,0,0,23577,5268578,1706907600000,Closed
65,15.11,14.72,14.94,14.99,2024-02-02T21:00:00Z,9945055,21491,4676477,0,False,True,45068,0,0,23577,5268578,1706907600000,Closed
66,15.17,14.36,14.86,14.4,2024-02-05T21:00:00Z,11180459,25305,5704952,0,False,True,49453,0,0,24148,5475507,1707166800000,Closed
67,14.44,14.03,14.27,14.05,2024-02-06T21:00:00Z,8399445,18550,4217085,0,False,True,37159,0,0,18609,4182360,1707253200000,Closed
68,14.12,13.9,13.92,14,2024-02-07T21:00:00Z,9110835,17017,4243423,0,False,True,35392,0,0,18375,4867411,1707339600000,Closed
69,14.17,13.87,13.96,13.92,2024-02-08T21:00:00Z,7214322,14775,3755848,0,False,True,28653,0,0,13878,3458473,1707426000000,Closed
70,14.07,13.75,13.86,14.02,2024-02-09T21:00:00Z,7921363,15173,4073469,0,False,True,30941,0,0,15768,3847894,1707512400000,Closed
71,14.07,13.75,13.86,14.02,2024-02-09T21:00:00Z,7921363,15179,4071221,0,False,True,30953,0,0,15774,3850142,1707512400000,Closed
72,14.07,13.75,13.86,14.02,2024-02-09T21:00:00Z,7921363,15179,4071221,0,False,True,30953,0,0,15774,3850142,1707512400000,Closed
73,14.47,13.89,13.93,14.32,2024-02-12T21:00:00Z,12354419,22263,6573165,0,False,True,45775,0,0,23512,5781254,1707771600000,Closed
74,16.31,14.66,14.79,15.33,2024-02-13T21:00:00Z,30739546,62668,15689095,0,False,True,124397,0,0,61729,15050451,1707858000000,Closed
75,15.06,14.46,14.75,14.57,2024-02-14T21:00:00Z,22284162,41011,10235496,0,False,True,82781,0,0,41770,12048666,1707944400000,Closed
76,14.72,14.31,14.4,14.42,2024-02-15T21:00:00Z,12597543,22989,6155979,0,False,True,47711,0,0,24722,6441563,1708030800000,Closed
77,14.63,14.12,14.51,14.4,2024-02-16T21:00:00Z,12649551,25296,6442275,0,False,True,50488,0,0,25192,6207276,1708117200000,Closed
78,14.63,14.12,14.51,14.4,2024-02-16T21:00:00Z,12649551,25296,6442275,0,False,True,50488,0,0,25192,6207276,1708117200000,Closed
79,14.63,14.12,14.51,14.4,2024-02-16T21:00:00Z,12649551,25296,6442275,0,False,True,50488,0,0,25192,6207276,1708117200000,Closed
80,14.63,14.12,14.51,14.4,2024-02-16T21:00:00Z,12649551,25296,6442275,0,False,True,50488,0,0,25192,6207276,1708117200000,Closed
81,15.24,14.55,14.62,14.87,2024-02-20T21:00:00Z,19032145,35770,10226766,0,False,True,71413,0,0,35643,8805378,1708462800000,Closed
82,15.09,14.7,14.95,14.74,2024-02-21T21:00:00Z,15100399,27971,7296093,0,False,True,55857,0,0,27886,7804306,1708549200000,Closed
83,14.49,13.99,14.18,14.46,2024-02-22T21:00:00Z,12273345,23876,5700080,0,False,True,50669,0,0,26793,6573264,1708635600000,Closed
84,14.32,13.91,14.22,13.93,2024-02-23T21:00:00Z,10458689,20318,5123132,0,False,True,39499,0,0,19181,5335557,1708722000000,Closed
85,14.32,13.91,14.22,13.93,2024-02-23T21:00:00Z,10458689,20318,5123132,0,False,True,39499,0,0,19181,5335557,1708722000000,Closed
86,14.32,13.91,14.22,13.93,2024-02-23T21:00:00Z,10458689,20318,5123132,0,False,True,39499,0,0,19181,5335557,1708722000000,Closed
87,13.86,13.72,13.81,13.79,2024-02-26T21:00:00Z,6880626,13518,3390759,0,False,True,27545,0,0,14027,3489866,1708981200000,Closed
88,13.69,13.5,13.62,13.53,2024-02-27T21:00:00Z,7287077,14070,3652261,0,False,True,27857,0,0,13787,3634815,1709067600000,Closed
89,13.86,13.59,13.62,13.75,2024-02-28T21:00:00Z,7459830,13964,3645493,0,False,True,28377,0,0,14413,3814336,1709154000000,Closed
90,13.87,13.49,13.5,13.56,2024-02-29T21:00:00Z,11244618,18105,5207461,0,False,True,36605,0,0,18500,6037157,1709240400000,Closed
91,13.68,13.35,13.43,13.6,2024-03-01T21:00:00Z,10619749,18031,4565267,0,False,True,38925,0,0,20894,6054481,1709326800000,Closed
92,13.68,13.35,13.43,13.6,2024-03-01T21:00:00Z,10619749,18031,4565267,0,False,True,38925,0,0,20894,6054481,1709326800000,Closed
93,13.68,13.35,13.43,13.6,2024-03-01T21:00:00Z,10619749,18031,4565267,0,False,True,38925,0,0,20894,6054481,1709326800000,Closed
94,13.65,13.49,13.54,13.57,2024-03-04T21:00:00Z,5647016,10891,2817594,0,False,True,21912,0,0,11021,2829422,1709586000000,Closed
95,14.55,13.68,13.7,14.13,2024-03-05T21:00:00Z,21810605,42330,10923280,0,False,True,84174,0,0,41844,10887324,1709672400000,Closed
96,14.3,13.72,13.8,14.18,2024-03-06T21:00:00Z,14480297,28477,7147300,0,False,True,57741,0,0,29264,7332997,1709758800000,Closed
97,14.29,13.86,13.88,14.11,2024-03-07T21:00:00Z,10378111,18897,4933765,0,False,True,39581,0,0,20684,5444346,1709845200000,Closed
98,14.96,13.82,13.91,14.48,2024-03-08T21:00:00Z,20355108,38186,10137548,0,False,True,75934,0,0,37748,10217560,1709931600000,Closed
99,14.96,13.82,13.91,14.48,2024-03-08T21:00:00Z,20355108,38186,10137548,0,False,True,75934,0,0,37748,10217560,1709931600000,Closed
100,14.96,13.82,13.91,14.48,2024-03-08T21:00:00Z,20355108,38186,10137548,0,False,True,75934,0,0,37748,10217560,1709931600000,Closed
101,14.86,14.2,14.61,14.33,2024-03-11T20:00:00Z,11414580,23855,5748367,0,False,True,46931,0,0,23076,5666212,1710187200000,Closed
102,14.17,13.59,13.98,13.63,2024-03-12T20:00:00Z,14850116,27212,7218925,0,False,True,55359,0,0,28147,7631191,1710273600000,Closed
103,13.69,13.48,13.57,13.56,2024-03-13T20:00:00Z,7518654,14594,3802716,0,False,True,28963,0,0,14369,3715938,1710360000000,Closed
