,High,Low,Open,Close,TimeStamp,TotalVolume,DownTicks,DownVolume,OpenInterest,IsRealtime,IsEndOfHistory,TotalTicks,UnchangedTicks,UnchangedVolume,UpTicks,UpVolume,Epoch,BarStatus
17,472.98,469.89,470.98,471.97,2023-12-18T21:00:00Z,70375792,231717,31132885,0,False,True,458844,0,0,227127,39242907,1702933200000,Closed
18,474.92,472.45,472.53,474.84,2023-12-19T21:00:00Z,55762040,207033,24758440,0,False,True,415928,0,0,208895,31003599,1703019600000,Closed
19,475.9,467.82,473.96,468.26,2023-12-20T21:00:00Z,102924835,332745,49635545,0,False,True,666636,0,0,333891,53289290,1703106000000,Closed
20,472.98,468.84,471.33,472.7,2023-12-21T21:00:00Z,86667547,300062,43867925,0,False,True,600913,0,0,300851,42799621,1703192400000,Closed
21,475.38,471.7,473.86,473.65,2023-12-22T21:00:00Z,67160419,242907,31343968,0,False,True,486059,0,0,243152,35816450,1703278800000,Closed
22,475.38,471.7,473.86,473.65,2023-12-22T21:00:00Z,67160419,242907,31343968,0,False,True,486059,0,0,243152,35816450,1703278800000,Closed
23,475.38,471.7,473.86,473.65,2023-12-22T21:00:00Z,67160419,242907,31343968,0,False,True,486059,0,0,243152,35816450,1703278800000,Closed
24,475.38,471.7,473.86,473.65,2023-12-22T21:00:00Z,67160419,242699,31344169,0,False,True,485639,0,0,242940,35816250,1703278800000,Closed
25,476.58,473.99,474.07,475.65,2023-12-26T21:00:00Z,55386972,175096,29330413,0,False,True,348986,0,0,173890,26056558,1703624400000,Closed
26,476.66,474.89,475.44,476.51,2023-12-27T21:00:00Z,68006610,213405,36296522,0,False,True,425010,0,0,211605,31710087,1703710800000,Closed
27,477.55,476.26,476.88,476.69,2023-12-28T21:00:00Z,77158761,186965,44293643,0,False,True,374063,0,0,187098,32865117,1703797200000,Closed
28,477.03,473.3,476.49,475.31,2023-12-29T21:00:00Z,122289510,298923,60450920,0,False,True,604520,0,0,305597,61838589,1703883600000,Closed
29,477.03,473.3,476.49,475.31,2023-12-29T21:00:00Z,122289510,298923,60450920,0,False,True,604520,0,0,305597,61838589,1703883600000,Closed
30,477.03,473.3,476.49,475.31,2023-12-29T21:00:00Z,122289510,298923,60450920,0,False,True,604520,0,0,305597,61838589,1703883600000,Closed
31,477.03,473.3,476.49,475.31,2023-12-29T21:00:00Z,122289510,298731,60771619,0,False,True,604088,0,0,305357,61517891,1703883600000,Closed
32,473.67,470.49,472.16,472.65,2024-01-02T21:00:00Z,123007832,327521,61364700,0,False,True,657439,0,0,329918,61643132,1704229200000,Closed
33,471.19,468.17,470.43,468.79,2024-01-03T21:00:00Z,103585877,327080,51910091,0,False,True,656362,0,0,329282,51675786,1704315600000,Closed
34,470.96,467.05,468.3,467.28,2024-01-04T21:00:00Z,84232642,268911,46769272,0,False,True,536301,0,0,267390,37463369,1704402000000,Closed
35,470.44,466.43,467.49,467.92,2024-01-05T21:00:00Z,86119533,278884,45790277,0,False,True,562060,0,0,283176,40329255,1704488400000,Closed
36,470.44,466.43,467.49,467.92,2024-01-05T21:00:00Z,86119533,278884,45790277,0,False,True,562060,0,0,283176,40329255,1704488400000,Closed
37,470.44,466.43,467.49,467.92,2024-01-05T21:00:00Z,86119533,278884,45790277,0,False,True,562060,0,0,283176,40329255,1704488400000,Closed
38,474.75,468.3,468.43,474.6,2024-01-08T21:00:00Z,74880048,258775,34233318,0,False,True,523230,0,0,264455,40646730,1704747600000,Closed
39,474.93,471.35,471.87,473.88,2024-01-09T21:00:00Z,65931441,226421,32573556,0,False,True,448464,0,0,222043,33357884,1704834000000,Closed
40,477.45,473.87,474.16,476.56,2024-01-10T21:00:00Z,67314651,233949,30675094,0,False,True,469898,0,0,235949,36639557,1704920400000,Closed
41,478.12,472.26,477.59,476.35,2024-01-11T21:00:00Z,77941758,288900,36224105,0,False,True,576496,0,0,287596,41717652,1705006800000,Closed
42,478.6,475.23,477.84,476.68,2024-01-12T21:00:00Z,58026865,234795,27299504,0,False,True,470835,0,0,236040,30727361,1705093200000,Closed
43,478.6,475.23,477.84,476.68,2024-01-12T21:00:00Z,58026865,234795,27299504,0,False,True,470835,0,0,236040,30727361,1705093200000,Closed
44,478.6,475.23,477.84,476.68,2024-01-12T21:00:00Z,58026865,234795,27299504,0,False,True,470835,0,0,236040,30727361,1705093200000,Closed
45,478.6,475.23,477.84,476.68,2024-01-12T21:00:00Z,58026865,234795,27299504,0,False,True,470835,0,0,236040,30727361,1705093200000,Closed
46,476.61,473.06,475.26,474.93,2024-01-16T21:00:00Z,85015390,295885,44326096,0,False,True,591878,0,0,295993,40689293,1705438800000,Closed
47,472.79,469.87,471.82,472.29,2024-01-17T21:00:00Z,68843924,259457,32489146,0,False,True,520130,0,0,260673,36354777,1705525200000,Closed
48,477.06,472.42,474.01,476.49,2024-01-18T21:00:00Z,91860488,276901,42391469,0,False,True,558195,0,0,281294,49469018,1705611600000,Closed
49,482.72,476.54,477.65,482.43,2024-01-19T21:00:00Z,110839923,303145,57031516,0,False,True,607346,0,0,304201,53808406,1705698000000,Closed
50,482.72,476.54,477.65,482.43,2024-01-19T21:00:00Z,110839923,303433,57040560,0,False,True,607918,0,0,304485,53799363,1705698000000,Closed
51,482.72,476.54,477.65,482.43,2024-01-19T21:00:00Z,110839923,303145,57031516,0,False,True,607346,0,0,304201,53808406,1705698000000,Closed
52,485.22,482.78,484.01,483.45,2024-01-22T21:00:00Z,75845045,276843,37053022,0,False,True,547781,0,0,270938,38792023,1705957200000,Closed
53,485.11,482.89,484.01,484.86,2024-01-23T21:00:00Z,49946424,194825,27415849,0,False,True,388745,0,0,193920,22530575,1706043600000,Closed
54,488.77,484.88,487.81,485.39,2024-01-24T21:00:00Z,81765088,311092,38438420,0,False,True,620946,0,0,309854,43326668,1706130000000,Closed
55,488.31,485.39,487.58,488.03,2024-01-25T21:00:00Z,72525116,272122,35163180,0,False,True,546296,0,0,274174,37361935,1706216400000,Closed
56,489.12,486.54,487.59,487.41,2024-01-26T21:00:00Z,76643326,239268,39433314,0,False,True,480164,0,0,240896,37210012,1706302800000,Closed
57,489.12,486.54,487.59,487.41,2024-01-26T21:00:00Z,76643326,238924,39428405,0,False,True,479509,0,0,240585,37214920,1706302800000,Closed
58,489.12,486.54,487.59,487.41,2024-01-26T21:00:00Z,76643326,239268,39433314,0,False,True,480164,0,0,240896,37210012,1706302800000,Closed
59,491.42,487.17,487.73,491.27,2024-01-29T21:00:00Z,61322916,224835,27141498,0,False,True,447563,0,0,222728,34181417,1706562000000,Closed
60,491.62,490.11,490.56,490.89,2024-01-30T21:00:00Z,58618504,224601,26365465,0,False,True,447571,0,0,222970,32253039,1706648400000,Closed
61,489.08,482.86,488.62,482.88,2024-01-31T21:00:00Z,126012052,391741,70346532,0,False,True,780234,0,0,388493,55665520,1706734800000,Closed
62,489.23,483.8,484.63,489.2,2024-02-01T21:00:00Z,91892046,326793,46786799,0,False,True,649888,0,0,323095,45105246,1706821200000,Closed
63,496.05,489.3,489.65,494.35,2024-02-02T21:00:00Z,99228437,336603,44143005,0,False,True,676078,0,0,339475,55085431,1706907600000,Closed
64,496.05,489.3,489.65,494.35,2024-02-02T21:00:00Z,99228437,336603,44143005,0,False,True,676078,0,0,339475,55085431,1706907600000,Closed
65,496.05,489.3,489.65,494.35,2024-02-02T21:00:00Z,99228437,336874,44142445,0,False,True,676628,0,0,339754,55085992,1706907600000,Closed
66,494.38,490.23,493.7,492.55,2024-02-05T21:00:00Z,75757911,268991,36901448,0,False,True,536858,0,0,267867,38856462,1707166800000,Closed
67,494.32,492.05,493.52,493.98,2024-02-06T21:00:00Z,55918808,226185,27221260,0,False,True,456612,0,0,230427,28697548,1707253200000,Closed
68,498.53,495.36,496.29,498.1,2024-02-07T21:00:00Z,70556730,251008,32977424,0,False,True,501806,0,0,250798,37579306,1707339600000,Closed
69,498.71,497.26,498.1,498.32,2024-02-08T21:00:00Z,52343788,204306,24830693,0,False,True,406764,0,0,202458,27513094,1707426000000,Closed
70,501.65,498.49,498.84,501.2,2024-02-09T21:00:00Z,63979437,234994,28424496,0,False,True,466769,0,0,231775,35554941,1707512400000,Closed
71,501.65,498.49,498.84,501.2,2024-02-09T21:00:00Z,63979437,234994,28424496,0,False,True,466769,0,0,231775,35554941,1707512400000,Closed
72,501.65,498.49,498.84,501.2,2024-02-09T21:00:00Z,63979437,234994,28424496,0,False,True,466769,0,0,231775,35554941,1707512400000,Closed
73,503.5,500.24,501.17,500.98,2024-02-12T21:00:00Z,56502506,219295,26262436,0,False,True,437179,0,0,217884,30240069,1707771600000,Closed
74,495.85,490.72,494.53,494.08,2024-02-13T21:00:00Z,113099000,389393,57350350,0,False,True,779199,0,0,389806,55748650,1707858000000,Closed
75,499.07,494.4,496.79,498.57,2024-02-14T21:00:00Z,68388764,269685,35682793,0,False,True,536173,0,0,266488,32705971,1707944400000,Closed
76,502.2,498.8,499.29,502.01,2024-02-15T21:00:00Z,61683156,259334,31540019,0,False,True,515778,0,0,256444,30143136,1708030800000,Closed
77,502.87,498.75,501.7,499.51,2024-02-16T21:00:00Z,75535138,268041,36806252,0,False,True,532250,0,0,264209,38728886,1708117200000,Closed
78,502.87,498.75,501.7,499.51,2024-02-16T21:00:00Z,75535138,268041,36806252,0,False,True,532250,0,0,264209,38728886,1708117200000,Closed
79,502.87,498.75,501.7,499.51,2024-02-16T21:00:00Z,75535138,268041,36806252,0,False,True,532250,0,0,264209,38728886,1708117200000,Closed
80,502.87,498.75,501.7,499.51,2024-02-16T21:00:00Z,75535138,268041,36806252,0,False,True,532250,0,0,264209,38728886,1708117200000,Closed
81,498.41,494.45,497.72,496.76,2024-02-20T21:00:00Z,71736857,298090,33286454,0,False,True,595032,0,0,296942,38450402,1708462800000,Closed
82,497.37,493.56,495.42,497.21,2024-02-21T21:00:00Z,59604468,247933,29502574,0,False,True,499360,0,0,251427,30101894,1708549200000,Closed
83,508.49,503.02,504.01,507.5,2024-02-22T21:00:00Z,76402642,306386,38060605,0,False,True,613462,0,0,307076,38342036,1708635600000,Closed
84,510.13,507.1,509.27,507.85,2024-02-23T21:00:00Z,61322833,244486,26846256,0,False,True,489501,0,0,245015,34476577,1708722000000,Closed
85,510.13,507.1,509.27,507.85,2024-02-23T21:00:00Z,61322833,244486,26846256,0,False,True,489501,0,0,245015,34476577,1708722000000,Closed
86,510.13,507.1,509.27,507.85,2024-02-23T21:00:00Z,61322833,244486,26846256,0,False,True,489501,0,0,245015,34476577,1708722000000,Closed
87,508.75,505.86,508.3,505.99,2024-02-26T21:00:00Z,50386806,215964,23074474,0,False,True,434146,0,0,218182,27312331,1708981200000,Closed
88,507.16,504.75,506.7,506.93,2024-02-27T21:00:00Z,48855063,200110,25501510,0,False,True,400497,0,0,200387,23353552,1709067600000,Closed
89,506.86,504.96,505.33,506.26,2024-02-28T21:00:00Z,56507648,209304,26566555,0,False,True,420217,0,0,210913,29941093,1709154000000,Closed
90,509.74,505.35,508.07,508.08,2024-02-29T21:00:00Z,83924946,274224,39648236,0,False,True,547481,0,0,273257,44276709,1709240400000,Closed
91,513.29,508.56,508.98,512.85,2024-03-01T21:00:00Z,76844878,273077,34935358,0,False,True,544446,0,0,271369,41909520,1709326800000,Closed
92,513.29,508.56,508.98,512.85,2024-03-01T21:00:00Z,76844878,273077,34935358,0,False,True,544446,0,0,271369,41909520,1709326800000,Closed
93,513.29,508.56,508.98,512.85,2024-03-01T21:00:00Z,76844878,273077,34935358,0,False,True,544446,0,0,271369,41909520,1709326800000,Closed
94,514.2,512,512.03,512.3,2024-03-04T21:00:00Z,49799502,234109,23192727,0,False,True,466428,0,0,232319,26606774,1709586000000,Closed
95,510.7,504.91,510.24,507.18,2024-03-05T21:00:00Z,72855975,294882,35761985,0,False,True,593633,0,0,298751,37093989,1709672400000,Closed
96,512.07,508.42,510.55,509.75,2024-03-06T21:00:00Z,68382378,301706,35196925,0,False,True,603568,0,0,301862,33185452,1709758800000,Closed
97,515.89,509.81,513.14,514.81,2024-03-07T21:00:00Z,58652294,264183,29466221,0,False,True,526086,0,0,261903,29186073,1709845200000,Closed
98,518.22,511.13,515.46,511.72,2024-03-08T21:00:00Z,86533898,369705,46738513,0,False,True,737784,0,0,368079,39795385,1709931600000,Closed
99,518.22,511.13,515.46,511.72,2024-03-08T21:00:00Z,86533898,369254,46719746,0,False,True,736959,0,0,367705,39814152,1709931600000,Closed
100,518.22,511.13,515.46,511.72,2024-03-08T21:00:00Z,86533898,369254,46719746,0,False,True,736959,0,0,367705,39814152,1709931600000,Closed
101,511.88,508.5,510.48,511.28,2024-03-11T20:00:00Z,62558018,286520,32243067,0,False,True,573091,0,0,286571,30314951,1710187200000,Closed
102,517.38,510.86,513.45,516.78,2024-03-12T20:00:00Z,73114492,301255,38899792,0,False,True,602659,0,0,301404,34214700,1710273600000,Closed
103,517.12,515.67,517.11,516.13,2024-03-13T20:00:00Z,15796405,91933,8068192,0,False,True,181805,0,0,89872,7728212,1710360000000,Closed
